Round,Accuracy
0,0.16237942122186494
1,0.16106401636948262
2,0.1660333235895937
3,0.13168664133294358
4,0.1376790412160187
5,0.15828705057000875
6,0.1033323589593686
7,0.105670856474715
8,0.10552470038000586
9,0.0710318620286466
10,0.11853259280912015
11,0.1284712072493423
12,0.08097047646886876
13,0.07556270096463022
14,0.08564747149956153
15,0.0805320081847413
16,0.11385559777842737
17,0.16237942122186494
18,0.12233265127155801
19,0.0819935691318328
20,0.07936275942706811
21,0.06854720841859105
22,0.06796258403975446
23,0.12803273896521483
24,0.1714410990938322
25,0.14191756796258403
26,0.14747149956153172
27,0.1636948260742473
28,0.1636948260742473
29,0.12028646594562993
30,0.07147033031277404
31,0.0719087985969015
32,0.09353990061385559
33,0.1628178895059924
34,0.15083308973984216
35,0.0834551300789243
36,0.11049400760011693
37,0.12686349020754165
38,0.09967845659163987
39,0.08740134463607133
40,0.12291727565039462
41,0.12218649517684887
42,0.0903244665302543
43,0.08447822274188835
44,0.1169248757673195
45,0.16384098216895646
46,0.1530254311604794
47,0.1550716164864075
48,0.18240280619701843
49,0.19584916691026016
50,0.19526454253142356
51,0.13490207541654486
52,0.13490207541654486
53,0.18547208418591055
54,0.12394036831335867
55,0.07614732534346683
56,0.07614732534346683
57,0.0719087985969015
58,0.07176264250219233
59,0.07132417421806489
60,0.0787781350482315
61,0.12774042677579656
62,0.16895644548377667
63,0.1356328558900906
64,0.135048231511254
65,0.1749488453668518
66,0.13227126571178016
67,0.12686349020754167
68,0.13840982168956445
69,0.1302250803858521
70,0.11312481730488161
71,0.12262496346097632
72,0.11940952937737503
73,0.08433206664717918
74,0.14323297281496639
75,0.13870213387898275
76,0.08272434960537854
77,0.07833966676410406
78,0.07921660333235896
79,0.12028646594562994
80,0.17626425021923414
81,0.13957907044723764
82,0.10771704180064309
83,0.10742472961122479
84,0.13197895352236189
85,0.15141771411867877
86,0.15214849459222451
87,0.1509792458345513
88,0.10114001753873136
89,0.11064016369482607
90,0.16617947968430283
91,0.1824028061970184
92,0.17816427945045307
93,0.17129494299912307
94,0.18430283542823733
95,0.15404852382344342
96,0.10040923706518562
97,0.0819935691318328
98,0.13811750950014617
99,0.13928675825781936
