Round,Accuracy
0,0.1273019584916691
1,0.15726395790704473
2,0.3208126278865829
3,0.400175387313651
4,0.3045893013738673
5,0.19672610347851505
6,0.24978076585793627
7,0.270096463022508
8,0.19716457176264252
9,0.14966384098216895
10,0.1468868751826951
11,0.22069570301081554
12,0.2831043554516223
13,0.26995030692779887
14,0.2424729611224788
15,0.22683425898859982
16,0.17246419175679625
17,0.18371821104940075
18,0.3221280327389652
19,0.266150248465361
20,0.25255773165741013
21,0.32432037415960246
22,0.28178895059924003
23,0.30619701841566793
24,0.33849751534638994
25,0.36670564162525576
26,0.4372990353697749
27,0.3840982168956445
28,0.24729611224788073
29,0.3320666471791874
30,0.31408944752996204
31,0.15171002630809705
32,0.1717334112832505
33,0.2665887167494885
34,0.32607424729611223
35,0.4228295819935691
36,0.38263665594855306
37,0.24685764396375331
38,0.19263373282665888
39,0.21981876644256065
40,0.22230342005261622
41,0.23881905875475007
42,0.39929845074539605
43,0.44811458637825197
44,0.28631978953522363
45,0.23604209295527623
46,0.24291142940660626
47,0.2543116047939199
48,0.3004969307220111
49,0.28485822858813215
50,0.27550423852674655
51,0.271996492253727
52,0.2964045600701549
53,0.2605963168664133
54,0.33952060800935396
55,0.5111078631978954
56,0.5749780765857937
57,0.36217480268927216
58,0.24890382928968138
59,0.29465068693364516
60,0.40046769950306926
61,0.4535223618824905
62,0.3645133002046186
63,0.44709149371528795
64,0.5507161648640748
65,0.497076878105817
66,0.46755334697456885
67,0.39330605086232096
68,0.21251096170710318
69,0.27199649225372696
70,0.32665887167494884
71,0.32052031569716455
72,0.28120432622040337
73,0.16851797719964923
74,0.12423268050277697
75,0.1515638702133879
76,0.18342589885998245
77,0.2809120140309851
78,0.2696579947383806
79,0.24978076585793627
80,0.38322128032738967
81,0.3403975445776089
82,0.32519731072785735
83,0.3386436714410991
84,0.3900906167787197
85,0.4659456299327682
86,0.5140309850920783
87,0.5876936568254896
88,0.4425606547793043
89,0.362028646594563
90,0.533177433498977
91,0.5062847120724935
92,0.384536685179772
93,0.39622917275650393
94,0.317012569424145
95,0.2341420637240573
96,0.31248173048816136
97,0.4722303420052616
98,0.5346389944460683
99,0.4475299619994154
