Round,Accuracy
0,0.15784858228588133
1,0.12130955860859396
2,0.1400175387313651
3,0.12028646594562993
4,0.09733995907629348
5,0.09719380298158434
6,0.13285589009061677
7,0.19467991815258695
8,0.14279450453083892
9,0.08900906167787197
10,0.1414790996784566
11,0.143817597193803
12,0.09134755919321835
13,0.12774042677579656
14,0.16851797719964923
15,0.1835720549546916
16,0.15492546039169833
17,0.09310143232972815
18,0.1267173341128325
19,0.1824028061970184
20,0.12686349020754165
21,0.07322420344928383
22,0.12876351943876058
23,0.13417129494299912
24,0.15784858228588133
25,0.2072493422975738
26,0.1835720549546916
27,0.12686349020754165
28,0.07132417421806489
29,0.1330020461853259
30,0.19467991815258695
31,0.19467991815258695
32,0.18196433791289096
33,0.16924875767319497
34,0.18196433791289096
35,0.18196433791289096
36,0.17582578193510667
37,0.17582578193510667
38,0.12028646594562993
39,0.1330020461853259
40,0.18854136217480266
41,0.17363344051446944
42,0.1278865828705057
43,0.0811166325635779
44,0.12686349020754165
45,0.1824028061970184
46,0.13665594855305466
47,0.14279450453083892
48,0.19497223034200525
49,0.18225665010230926
50,0.13110201695410698
51,0.1521484945922245
52,0.19029523531131248
53,0.12715580239695995
54,0.08403975445776089
55,0.1322712657117802
56,0.18810289389067525
57,0.18854136217480266
58,0.13665594855305466
59,0.14279450453083892
60,0.19526454253142356
61,0.18912598655363927
62,0.16866413329435836
63,0.11327097339959076
64,0.07147033031277404
65,0.07117801812335575
66,0.0710318620286466
67,0.13285589009061677
68,0.13607132417421805
69,0.07980122771119555
70,0.11677871967261035
71,0.11137094416837182
72,0.07483192049108447
73,0.102747734580532
74,0.09909383221280327
75,0.0710318620286466
76,0.12014030985092078
77,0.1261327097339959
78,0.09573224203449285
79,0.15112540192926044
80,0.1942414498684595
81,0.13314820228003507
82,0.07132417421806489
83,0.0710318620286466
84,0.07717041800643087
85,0.13285589009061677
86,0.1273019584916691
87,0.07395498392282958
88,0.08272434960537854
89,0.08520900321543409
90,0.08097047646886876
91,0.13183279742765272
92,0.1824028061970184
93,0.12686349020754165
94,0.12686349020754165
95,0.1708564747149956
96,0.12116340251388483
97,0.13270973399590763
98,0.12686349020754165
99,0.07132417421806489
