Round,Accuracy
0,0.09383221280327389
1,0.13621748026892722
2,0.16004092370651857
3,0.2358959368605671
4,0.265127155802397
5,0.1414790996784566
6,0.08900906167787197
7,0.09090909090909091
8,0.0811166325635779
9,0.13314820228003507
10,0.14104063139432915
11,0.13373282665887168
12,0.21236480561239404
13,0.23136509792458346
14,0.2670271850336159
15,0.2554808535515931
16,0.16749488453668518
17,0.14367144109909383
18,0.16515638702133878
19,0.19000292312189418
20,0.14761765565624085
21,0.14250219234142064
22,0.2217187956737796
23,0.23779596609178602
24,0.28880444314527914
25,0.33849751534638994
26,0.2575270388775212
27,0.21309558608593976
28,0.21221864951768488
29,0.19467991815258695
30,0.19701841566793335
31,0.29304296989184453
32,0.37854428529669687
33,0.27638117509500143
34,0.1769950306927799
35,0.17217187956737795
36,0.25299619994153755
37,0.2673194972230342
38,0.2000876936568255
39,0.23764980999707688
40,0.23984215141771414
41,0.2829581993569132
42,0.3946214557147033
43,0.26366559485530544
44,0.09777842736042092
45,0.09456299327681963
46,0.15551008477053493
47,0.2160187079801228
48,0.2676118094124525
49,0.3919906460099386
50,0.37284419760304005
51,0.2662964045600702
52,0.17144109909383223
53,0.21353405437006723
54,0.3602747734580532
55,0.41128325051154635
56,0.3029815843320667
57,0.22508038585209003
58,0.334697456883952
59,0.31935106693949133
60,0.1610640163694826
61,0.15492546039169833
62,0.2619117217187957
63,0.22639579070447235
64,0.18050277696579947
65,0.24393452206957028
66,0.3259280912014031
67,0.2966968722595732
68,0.31803566208710904
69,0.2927506577024262
70,0.24817304881613564
71,0.3230049693072201
72,0.25211926337328266
73,0.4095293773750366
74,0.4798304589301374
75,0.30634317451037707
76,0.3056123940368313
77,0.2531423560362467
78,0.20608009353990062
79,0.25270388775211927
80,0.25942706810874017
81,0.21528792750657705
82,0.3215434083601286
83,0.35866705641625257
84,0.2101724641917568
85,0.22069570301081556
86,0.34712072493422974
87,0.3915521777258112
88,0.320958783981292
89,0.3152586962876352
90,0.31145863782519734
91,0.22858813212510962
92,0.20023384975153463
93,0.2256650102309266
94,0.30268927214264835
95,0.27667348728441976
96,0.21353405437006723
97,0.22566501023092664
98,0.22961122478807366
99,0.23911137094416837
