Round,Accuracy
0,0.09733995907629348
1,0.11838643671441099
2,0.10757088570593393
3,0.08520900321543409
4,0.2047646886875183
5,0.23925752703887754
6,0.16881028938906753
7,0.16924875767319497
8,0.1720257234726688
9,0.2031569716457176
10,0.2782812043262204
11,0.25036539023677284
12,0.33235895936860566
13,0.4877228880444314
14,0.40353697749196143
15,0.32227418883367437
16,0.2692195264542531
17,0.2844197603040047
18,0.3858520900321543
19,0.4543992984507454
20,0.540192926045016
21,0.6080093539900613
22,0.525431160479392
23,0.35603624671148787
24,0.35983630517392573
25,0.3979830458930137
26,0.33089739842151417
27,0.3004969307220111
28,0.3275358082432037
29,0.3703595439929845
30,0.37415960245542235
31,0.3060508623209588
32,0.23662671733411283
33,0.28120432622040337
34,0.4470914937152879
35,0.4478222741888337
36,0.22902660040923709
37,0.24071908798596903
38,0.45936860567085647
39,0.4386144402221573
40,0.4375913475591932
41,0.43306050862320955
42,0.37635194387605964
43,0.3449283835135925
44,0.24071908798596903
45,0.25168079508915525
46,0.25855013154048523
47,0.4016369482607425
48,0.45556854720841855
49,0.28792750657702426
50,0.3459514761765566
51,0.4253142356036247
52,0.3987138263665595
53,0.40456007015492546
54,0.34872844197603037
55,0.30926629640456005
56,0.37854428529669687
57,0.3250511546331482
58,0.3076585793627594
59,0.3709441683718211
60,0.2738965214849459
61,0.3612978661210173
62,0.3548669979538147
63,0.1879567377959661
64,0.2180648933060509
65,0.4418298743057586
66,0.6083016661794797
67,0.4897690733703595
68,0.3838059047062262
69,0.34828997369190295
70,0.30590470622624966
71,0.2988892136802105
72,0.30239695995323
73,0.312189418298743
74,0.4272142648348436
75,0.5239695995323005
76,0.42911429406606255
77,0.2579655071616487
78,0.2983045893013739
79,0.37532885121309556
80,0.3301666179479684
81,0.34215141771411867
82,0.3455130078924291
83,0.2871967261034785
84,0.2303420052616194
85,0.23282665887167495
86,0.2231803566208711
87,0.13928675825781933
88,0.1065477930429699
89,0.17480268927214265
90,0.4245834551300789
91,0.4558608593978369
92,0.32870505700087693
93,0.4073370359543993
94,0.38059047062262497
95,0.31715872551885416
96,0.3656825489622917
97,0.3555977784273604
98,0.2971353405437007
99,0.30853551593101436
